Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance
6000,6000,0.12,36 months,credit_card,0.31,MORTGAGE,4166.67,8,13250
8600,8600,0.14,36 months,credit_card,0.09,RENT,4500,6,11183
16800,16800,0.08,60 months,debt_consolidation,0.03,MORTGAGE,10666.67,7,4757
7200,7200,0.08,36 months,medical,0.04,RENT,3000,6,75
9000,9000,0.13,36 months,wedding,0.25,MORTGAGE,5000,12,4621
10000,9767.84,0.13,36 months,debt_consolidation,0.21,MORTGAGE,8333.33,24,9470
11350,11350,0.14,36 months,debt_consolidation,0.27,RENT,2783.33,14,11031
6000,6000,0.17,60 months,home_improvement,0.11,MORTGAGE,8750,5,10980
4000,4000,0.12,36 months,small_business,0.18,RENT,2250,7,1955
6400,6400,0.11,36 months,debt_consolidation,0.19,RENT,3833.33,13,10451
3000,3000,0.18,36 months,debt_consolidation,0.23,MORTGAGE,4820,23,7949
1125,1125,0.06,36 months,credit_card,0.18,OWN,3083.33,8,3935
28000,27950,0.13,60 months,small_business,0,RENT,4806,6,0
6000,6000,0.09,36 months,credit_card,0.25,RENT,6666.67,22,6462
5000,5000,0.06,36 months,other,0.06,MORTGAGE,5416.67,13,4956
20000,19975,0.2,60 months,debt_consolidation,0.21,OWN,4916.67,16,32137
9200,9200,0.07,36 months,credit_card,0.22,RENT,2416.67,10,21323
35000,35000,0.13,60 months,other,0.12,MORTGAGE,20833.33,13,40765
18000,18000,0.2,60 months,debt_consolidation,0.29,RENT,3750,18,8165
8250,8250,0.07,36 months,credit_card,0.24,RENT,2100,7,9469
1200,1200,0.07,36 months,other,0.18,OWN,1666.67,10,9154
10000,10000,0.1,36 months,credit_card,0.18,RENT,7500,8,52045
35000,35000,0.17,60 months,debt_consolidation,0.15,MORTGAGE,9000,8,41226
18000,18000,0.15,36 months,debt_consolidation,0.16,MORTGAGE,6666.67,10,21174
20000,19975,0.18,60 months,debt_consolidation,0.16,MORTGAGE,7000,6,20642
5500,5500,0.11,36 months,credit_card,0.32,OWN,1666.67,7,8826
35000,35000,0.22,60 months,debt_consolidation,0.19,OWN,9583.33,9,14184
35000,35000,0.22,60 months,credit_card,0.15,RENT,9166.67,12,37424
20950,20875,0.21,60 months,debt_consolidation,0.28,MORTGAGE,4500,15,24210
1500,1500,0.1,36 months,other,0.17,MORTGAGE,7725,14,30626
12000,12000,0.2,36 months,debt_consolidation,0.15,RENT,4458.33,8,13935
10000,9975,0.14,36 months,debt_consolidation,0.13,MORTGAGE,3625,10,8464
9750,9750,0.18,36 months,debt_consolidation,0.12,OWN,2666.67,7,8172
5600,5575,0.07,36 months,debt_consolidation,0.25,RENT,2583,6,2454
11200,11200,0.13,60 months,debt_consolidation,0.12,MORTGAGE,3333.33,8,8747
4000,3975,0.13,36 months,small_business,0.08,RENT,1750,7,7178
7000,7000,0.09,36 months,small_business,0.16,MORTGAGE,4700,12,7012
18000,18000,0.06,36 months,debt_consolidation,0.11,MORTGAGE,7916.67,13,14007
5000,5000,0.13,36 months,debt_consolidation,0.13,RENT,2000,9,1753
10000,9975,0.09,36 months,small_business,0.06,RENT,4000,7,8528
9800,9800,0.2,60 months,debt_consolidation,0.15,MORTGAGE,5340.25,8,5350
20000,19975,0.12,36 months,credit_card,0.2,MORTGAGE,6750,14,21637
5100,4950,0.18,36 months,debt_consolidation,0.26,RENT,3000,14,5004
8875,8875,0.11,36 months,debt_consolidation,0.32,RENT,2160,19,17422
4400,4400,0.06,36 months,major_purchase,0.18,OWN,4000,6,9945
35000,23350,0.12,60 months,small_business,0.08,MORTGAGE,7500,6,5660
3000,3000,0.18,36 months,credit_card,0.16,OWN,2916.67,9,6403
4800,4800,0.12,36 months,moving,0.05,RENT,3500,8,5093
5375,5375,0.12,36 months,debt_consolidation,0.29,MORTGAGE,2166.67,5,15475
14000,14000,0.12,60 months,debt_consolidation,0.2,MORTGAGE,6333.33,12,32213
19800,19775,0.13,36 months,credit_card,0.2,MORTGAGE,6666.67,8,31220
13025,13025,0.13,36 months,credit_card,0.08,MORTGAGE,4333.33,6,13029
18000,18000,0.18,36 months,debt_consolidation,0.21,RENT,9333.33,12,37526
2500,2275.77,0.08,36 months,major_purchase,0.18,MORTGAGE,3666.67,6,406
5000,4985.44,0.07,36 months,debt_consolidation,0.11,OWN,4166.67,6,16666
4500,4500,0.11,36 months,credit_card,0.1,RENT,2916.67,13,4265
15000,15000,0.09,36 months,debt_consolidation,0.09,RENT,7500,8,8343
35000,35000,0.2,60 months,debt_consolidation,0.12,MORTGAGE,18750,14,41707
4500,4500,0.08,36 months,credit_card,0.03,RENT,2166.67,2,527
4500,4500,0.17,36 months,debt_consolidation,0.17,RENT,4666.67,24,893
1450,1450,0.08,36 months,other,0.22,RENT,833.33,9,709
6000,6000,0.15,36 months,small_business,0.12,RENT,7083.33,7,5341
4500,4500,0.07,36 months,medical,0.16,MORTGAGE,3250,16,6049
14000,14000,0.07,36 months,debt_consolidation,0.2,RENT,4583.33,15,15890
15000,15000,0.06,36 months,debt_consolidation,0.09,MORTGAGE,12000,17,13151
22000,14550,0.11,60 months,debt_consolidation,0.16,MORTGAGE,5243.75,18,14115
10000,1300,0.11,36 months,credit_card,0.11,MORTGAGE,6666.67,8,43712
35000,35000,0.2,36 months,debt_consolidation,0.21,MORTGAGE,12333.33,23,36870
10000,10000,0.2,36 months,debt_consolidation,0.19,RENT,5250,25,3802
6000,6000,0.14,60 months,medical,0.24,RENT,2400,11,6069
10000,10000,0.16,36 months,debt_consolidation,0.13,MORTGAGE,4458.33,7,6413
10000,9950,0.09,36 months,debt_consolidation,0.14,RENT,3125,5,417
12000,3639.28,0.13,36 months,debt_consolidation,0.13,RENT,3000,15,8480
9600,9600,0.15,36 months,credit_card,0.02,RENT,5833.33,7,5879
17800,17775,0.22,60 months,debt_consolidation,0.06,RENT,7000,9,6708
2000,2000,0.08,36 months,major_purchase,0.25,MORTGAGE,4333.33,10,2792
18825,18825,0.21,60 months,debt_consolidation,0.19,RENT,4583.33,8,17292
3000,2509.17,0.13,36 months,house,0.12,RENT,2571.42,2,0
2000,2000,0.13,36 months,debt_consolidation,0.19,RENT,2916.67,7,4376
9000,9000,0.18,36 months,debt_consolidation,0.14,RENT,4583.33,14,21175
5750,5750,0.13,36 months,credit_card,0.24,RENT,1675,18,8035
21725,21725,0.19,60 months,debt_consolidation,0.22,OWN,3629.58,7,19685
20000,20000,0.08,36 months,debt_consolidation,0.33,RENT,8666.67,9,33067
15350,15325,0.13,60 months,debt_consolidation,0.29,MORTGAGE,3200,6,9946
8400,8400,0.14,36 months,debt_consolidation,0.12,RENT,3333.33,11,2060
4500,4500,0.07,36 months,credit_card,0.28,RENT,2700,13,9341
9950,9950,0.15,36 months,wedding,0.08,RENT,2833.33,7,4904
15000,15000,0.08,36 months,debt_consolidation,0.21,MORTGAGE,2583.33,10,9608
10000,9850,0.11,36 months,other,0.19,MORTGAGE,9150,16,43256
12000,10400,0.18,60 months,car,0.12,RENT,5600,7,2409
8000,3862.32,0.12,36 months,other,0.13,MORTGAGE,12500,10,93265
3000,3000,0.06,36 months,debt_consolidation,0.11,MORTGAGE,7500,13,10585
15000,15000,0.14,36 months,debt_consolidation,0.27,MORTGAGE,7500,13,27872
12700,12700,0.18,36 months,debt_consolidation,0.24,MORTGAGE,3333.33,14,9655
16000,15745.73,0.11,60 months,debt_consolidation,0.1,RENT,2958.33,6,8943
7200,7200,0.08,36 months,debt_consolidation,0.22,RENT,4300,7,33189
30000,30000,0.2,60 months,debt_consolidation,0.1,MORTGAGE,12500,10,43491
20125,20125,0.15,36 months,debt_consolidation,0.18,MORTGAGE,10353.33,11,23698
12000,12000,0.15,36 months,credit_card,0.16,OWN,2516.67,9,2174
5000,4950,0.11,60 months,home_improvement,0.11,MORTGAGE,5200,6,1941
8000,7989.96,0.11,36 months,other,0.05,MORTGAGE,13389.15,6,7351
3600,3600,0.07,36 months,credit_card,0.09,RENT,2000,17,1710
8800,8350,0.1,36 months,wedding,0.05,MORTGAGE,5479,5,6055
18000,17925,0.19,60 months,debt_consolidation,0.21,RENT,6867.92,13,19446
20000,20000,0.24,60 months,debt_consolidation,0.19,MORTGAGE,6266.67,25,10784
4350,4350,0.06,36 months,house,0.03,OWN,2600,5,866
12000,11975,0.11,60 months,home_improvement,0.04,MORTGAGE,3416.67,10,6935
5400,5400,0.14,36 months,debt_consolidation,0.15,RENT,1666.67,6,2533
12000,11950,0.13,60 months,debt_consolidation,0.23,RENT,5000,19,9002
12000,12000,0.18,36 months,debt_consolidation,0.24,OWN,3333.33,12,16984
6700,6700,0.08,36 months,credit_card,0.22,RENT,2708.33,10,6627
3750,3750,0.12,36 months,debt_consolidation,0.17,RENT,1650,6,8101
8000,8000,0.14,36 months,other,0.24,RENT,2791.67,5,27151
4500,4500,0.11,36 months,other,0.09,RENT,3500,5,7247
6000,5975,0.17,60 months,small_business,0.07,MORTGAGE,2500,5,5087
19400,19400,0.23,60 months,credit_card,0.09,MORTGAGE,6000,5,28921
25000,15600,0.18,60 months,small_business,0.2,RENT,5416.67,13,24810
8800,8800,0.14,36 months,debt_consolidation,0.1,RENT,3833.33,4,8130
4800,4800,0.14,36 months,medical,0.07,RENT,5833.33,9,170
5175,5175,0.18,36 months,credit_card,0.23,RENT,1500,9,8577
10000,9999.36,0.11,60 months,home_improvement,0.04,MORTGAGE,8750,7,0
12000,12000,0.11,36 months,other,0.08,RENT,6666.67,11,4428
5000,5000,0.08,36 months,other,0.11,RENT,1666.67,4,7968
33600,33600,0.17,60 months,debt_consolidation,0.15,RENT,5416.67,5,20514
10000,10000,0.13,36 months,debt_consolidation,0.29,MORTGAGE,8750,13,11125
12000,11975,0.16,36 months,other,0.14,MORTGAGE,8541.67,5,5890
4000,4000,0.14,36 months,renewable_energy,0.23,RENT,1666.67,7,278
20000,20000,0.16,36 months,credit_card,0.13,RENT,5000,10,17981
12000,12000,0.14,36 months,debt_consolidation,0.19,RENT,6166.67,13,6499
17500,17500,0.21,60 months,home_improvement,0.02,RENT,4166.67,7,3377
10000,10000,0.12,36 months,credit_card,0.21,OWN,3333.33,8,7579
3000,3000,0.14,36 months,moving,0.1,RENT,9166.67,15,22698
5600,5592.37,0.09,36 months,credit_card,0.08,MORTGAGE,3250,9,2639
10000,10000,0.16,36 months,debt_consolidation,0.13,RENT,5000,16,11286
5000,5000,0.08,36 months,debt_consolidation,0.23,MORTGAGE,3000,9,3388
16000,16000,0.21,60 months,small_business,0.26,MORTGAGE,5000,14,10881
4800,4800,0.11,36 months,other,0.23,RENT,1750,6,11234
24925,24925,0.19,60 months,debt_consolidation,0.09,MORTGAGE,5250,7,15288
4825,4825,0.12,36 months,debt_consolidation,0.05,MORTGAGE,5416.67,8,6883
18750,18750,0.18,60 months,debt_consolidation,0.13,MORTGAGE,4833.33,13,11232
5000,5000,0.15,36 months,home_improvement,0.21,MORTGAGE,4166.67,18,12929
7500,224.99,0.13,36 months,other,0.01,MORTGAGE,8750,3,3607
10000,10000,0.17,60 months,debt_consolidation,0.13,RENT,4417,9,6630
5300,5300,0.08,36 months,debt_consolidation,0.1,RENT,1945,3,5360
5000,5000,0.1,36 months,educational,0.12,MORTGAGE,9166.67,16,23658
25000,15051.09,0.13,60 months,debt_consolidation,0.2,MORTGAGE,6666.67,11,33084
9250,9200,0.12,36 months,debt_consolidation,0.16,MORTGAGE,5416.67,14,10111
19000,18725,0.11,60 months,home_improvement,0.06,MORTGAGE,7500,12,1142
2000,2000,0.06,36 months,debt_consolidation,0.08,RENT,5833.33,7,2031
7200,7200,0.2,60 months,other,0.15,RENT,5166.67,10,14585
8000,8000,0.14,36 months,debt_consolidation,0.2,MORTGAGE,5292,13,8903
13000,12875,0.12,36 months,debt_consolidation,0.16,RENT,6932.92,21,27852
8000,8000,0.16,36 months,wedding,0.03,MORTGAGE,4250,5,4454
14000,13675,0.1,36 months,debt_consolidation,0.13,MORTGAGE,9083.33,21,46017
1400,1400,0.13,36 months,other,0.06,OWN,4583.33,3,1029
9500,9500,0.09,36 months,debt_consolidation,0.28,OWN,5000,4,18393
12700,12700,0.11,36 months,debt_consolidation,0.11,OWN,3333.33,6,8948
10000,10000,0.1,36 months,debt_consolidation,0.18,RENT,2916.67,6,5670
6000,5691.36,0.12,36 months,major_purchase,0.12,RENT,2917,4,1003
5200,5200,0.14,36 months,debt_consolidation,0.23,MORTGAGE,5000,17,28118
9000,8975,0.16,36 months,debt_consolidation,0.11,RENT,3750,7,6599
12000,11854.04,0.15,36 months,debt_consolidation,0.05,RENT,4500,3,7956
6600,3800,0.09,36 months,other,0.02,OWN,2667,16,4889
10000,10000,0.14,36 months,debt_consolidation,0.09,MORTGAGE,6458.33,13,7200
1800,1800,0.11,36 months,debt_consolidation,0.17,MORTGAGE,4250,11,26267
19000,19000,0.19,60 months,home_improvement,0.17,OWN,4000,7,5246
24000,24000,0.2,60 months,debt_consolidation,0.09,MORTGAGE,5833.33,9,23006
11500,11475,0.11,36 months,debt_consolidation,0.23,OWN,2833.33,8,17324
12100,12100,0.14,36 months,debt_consolidation,0.13,RENT,5000,8,12026
12000,12000,0.18,60 months,debt_consolidation,0.23,RENT,3916.67,8,8860
12000,12000,0.15,36 months,debt_consolidation,0.11,MORTGAGE,4416.67,18,13194
10000,10000,0.2,36 months,other,0.28,MORTGAGE,2916.67,14,11506
8875,8875,0.15,36 months,debt_consolidation,0.3,RENT,2291.67,11,11798
10625,10625,0.18,36 months,debt_consolidation,0.22,OWN,2633.33,9,12156
12000,3725,0.14,36 months,credit_card,0.07,MORTGAGE,3750,6,13018
10000,10000,0.17,36 months,debt_consolidation,0.29,MORTGAGE,3500,11,9059
12000,12000,0.2,36 months,credit_card,0.29,RENT,3980.33,12,19234
14000,12225,0.12,60 months,debt_consolidation,0.14,MORTGAGE,4583.33,9,3539
16000,15975,0.18,60 months,debt_consolidation,0.12,MORTGAGE,2666.67,12,18008
10000,10000,0.16,36 months,debt_consolidation,0.21,RENT,5541.67,14,10443
3625,3625,0.16,36 months,small_business,0.22,MORTGAGE,6666.67,12,3226
8400,8400,0.12,36 months,debt_consolidation,0.22,RENT,3333.33,7,5500
1600,1334.54,0.15,36 months,major_purchase,0.14,RENT,2000,5,9603
3600,3600,0.16,36 months,debt_consolidation,0.25,OWN,3666.67,16,11927
14000,14000,0.18,36 months,credit_card,0.09,RENT,7916.67,3,13522
15675,15675,0.06,36 months,small_business,0.09,MORTGAGE,4166.67,9,13020
6000,5546.81,0.12,36 months,other,0.19,RENT,7250,6,42987
10000,10000,0.09,36 months,home_improvement,0.11,MORTGAGE,6666.67,15,14593
29000,29000,0.08,36 months,debt_consolidation,0.19,MORTGAGE,9166.67,18,75212
4800,4800,0.12,36 months,debt_consolidation,0.18,MORTGAGE,4500,9,30895
5000,4900,0.09,36 months,educational,0.13,OWN,4166.67,5,4676
7000,6894.01,0.13,36 months,debt_consolidation,0.07,MORTGAGE,5000,7,11391
20000,19975,0.16,60 months,debt_consolidation,0.24,MORTGAGE,7416.67,11,14944
9000,9000,0.12,36 months,debt_consolidation,0.1,RENT,11666.67,8,9490
4400,4400,0.12,36 months,small_business,0.19,RENT,2000,9,2411
3000,3000,0.12,36 months,major_purchase,0.17,RENT,3083.33,4,413
6250,6250,0.14,36 months,credit_card,0.2,MORTGAGE,1750,10,7845
14000,14000,0.06,36 months,debt_consolidation,0.09,MORTGAGE,8733.33,11,15108
30000,30000,0.14,36 months,debt_consolidation,0.09,MORTGAGE,9166.67,10,28967
19600,19600,0.12,60 months,debt_consolidation,0.23,RENT,4166.67,9,14783
1600,1600,0.13,36 months,debt_consolidation,0.19,MORTGAGE,3459,9,6281
8000,8000,0.14,36 months,major_purchase,0.18,OWN,7500,13,5987
2500,2125,0.13,36 months,debt_consolidation,0.22,MORTGAGE,3750,21,4744
16075,16075,0.16,36 months,debt_consolidation,0.18,MORTGAGE,4125,7,15781
4900,4888.24,0.14,36 months,debt_consolidation,0.24,RENT,2240,5,17998
14400,14400,0.12,36 months,debt_consolidation,0.13,MORTGAGE,10408,9,34354
7750,7750,0.2,36 months,credit_card,0.09,MORTGAGE,2000,3,5399
4200,4200,0.06,36 months,debt_consolidation,0.08,MORTGAGE,6089.44,7,18861
35000,34950,0.13,60 months,home_improvement,0.24,MORTGAGE,7083.33,19,30725
12800,12800,0.12,36 months,debt_consolidation,0.22,RENT,4750,16,14291
8000,8000,0.09,36 months,debt_consolidation,0.27,MORTGAGE,4416.67,15,6701
25000,23477.53,0.19,60 months,debt_consolidation,0.15,MORTGAGE,5833.33,8,13785
5000,5000,0.08,36 months,credit_card,0.17,MORTGAGE,6706.41,19,43734
4000,4000,0.11,36 months,debt_consolidation,0.04,RENT,2666.67,4,3239
2875,2875,0.18,36 months,credit_card,0.14,RENT,1084,3,3824
1800,1800,0.16,36 months,small_business,0.04,RENT,4246.67,2,0
7200,7200,0.13,36 months,debt_consolidation,0.15,RENT,5000,4,17268
6000,6000,0.12,36 months,credit_card,0.08,RENT,3333.33,6,8442
15000,14975,0.08,36 months,car,0.21,RENT,5416.67,14,9756
10375,10375,0.14,36 months,debt_consolidation,0.26,RENT,2479.17,6,13411
25000,25000,0.16,60 months,debt_consolidation,0.24,OWN,7750,10,20215
7900,7782.65,0.09,36 months,credit_card,0.15,MORTGAGE,7583.33,14,3950
10000,10000,0.15,36 months,debt_consolidation,0.15,RENT,3750,18,13051
6000,4450,0.08,36 months,debt_consolidation,0.08,RENT,5417,10,6047
7000,7000,0.18,36 months,debt_consolidation,0.3,RENT,4333.33,16,6922
5500,5473.88,0.15,36 months,other,0.2,MORTGAGE,5116.67,11,14103
7000,7000,0.14,36 months,debt_consolidation,0.05,RENT,3333.33,4,8889
12000,11975,0.07,36 months,major_purchase,0.01,RENT,9666.67,5,4693
10000,9975,0.07,36 months,home_improvement,0.28,MORTGAGE,2500,5,1230
9800,9800,0.15,60 months,credit_card,0.13,MORTGAGE,2708.33,11,8111
15000,15000,0.13,36 months,credit_card,0.3,RENT,4083.33,20,23565
12000,12000,0.08,36 months,credit_card,0.05,RENT,3500,16,6015
19000,18975,0.14,36 months,credit_card,0.14,RENT,2964.67,9,11219
10000,10000,0.13,36 months,small_business,0.19,MORTGAGE,3333.33,9,14247
14725,14725,0.19,36 months,major_purchase,0.02,OWN,18333.33,11,82265
17500,17475,0.14,36 months,debt_consolidation,0.35,RENT,3750,6,18485
10000,10000,0.13,36 months,debt_consolidation,0.11,RENT,7158.33,15,23152
12000,11998.2,0.1,36 months,debt_consolidation,0.17,RENT,3916.67,10,7489
32550,32550,0.07,36 months,debt_consolidation,0.09,MORTGAGE,9166.67,9,2670
17475,17450,0.12,36 months,debt_consolidation,0.15,MORTGAGE,4500,10,12588
7200,7200,0.08,36 months,debt_consolidation,0.12,RENT,2333.33,7,6262
7125,7125,0.08,36 months,home_improvement,0.08,OWN,2500,5,577
20500,19861.23,0.15,60 months,debt_consolidation,0.11,RENT,2500,2,109
18000,18000,0.2,60 months,debt_consolidation,0.17,RENT,10583.33,13,55691
15000,15000,0.18,36 months,debt_consolidation,0.22,MORTGAGE,5078.75,19,13205
14000,14000,0.1,60 months,debt_consolidation,0.09,RENT,5833.33,4,961
4800,4750,0.12,36 months,wedding,0.09,RENT,6250,10,21069
8000,8000,0.14,36 months,vacation,0.04,RENT,6250,8,14607
35000,34900,0.18,60 months,debt_consolidation,0.21,MORTGAGE,5666.67,8,22290
3600,3600,0.08,36 months,major_purchase,0.01,MORTGAGE,5666.67,6,2907
20000,19950,0.11,36 months,debt_consolidation,0.09,RENT,7500,11,8848
20000,20000,0.22,60 months,debt_consolidation,0.24,RENT,3666.67,9,9194
10000,9950,0.14,36 months,debt_consolidation,0.13,RENT,7166.67,11,10309
10000,10000,0.1,36 months,credit_card,0.15,RENT,5000,8,16908
4500,4500,0.08,36 months,moving,0.14,MORTGAGE,3000,10,387
8000,8000,0.08,36 months,credit_card,0.24,MORTGAGE,7083.33,17,15497
7425,7425,0.1,36 months,debt_consolidation,0.07,MORTGAGE,2500,6,5045
12000,12000,0.06,36 months,debt_consolidation,0.19,MORTGAGE,13000,22,20197
9000,9000,0.15,36 months,debt_consolidation,0.24,RENT,4500,10,8533
28000,28000,0.16,36 months,credit_card,0.2,MORTGAGE,7083.33,12,38194
15575,15550,0.14,36 months,major_purchase,0.18,MORTGAGE,6250,18,5591
10500,10500,0.12,36 months,debt_consolidation,0.11,RENT,6666.67,16,7738
8500,6727.42,0.17,36 months,debt_consolidation,0.15,RENT,5000,9,0
3600,3600,0.2,36 months,moving,0.11,RENT,7000,7,6263
12000,12000,0.07,36 months,small_business,0.27,RENT,6250,7,59089
24250,24144.61,0.12,36 months,major_purchase,0.05,RENT,12000,10,2097
20000,20000,0.13,36 months,debt_consolidation,0.16,RENT,6166.67,6,22739
14000,14000,0.12,36 months,house,0.08,RENT,6883.33,7,9715
10000,10000,0.06,36 months,major_purchase,0.05,MORTGAGE,13750,12,4357
8000,8000,0.12,36 months,debt_consolidation,0.1,RENT,3750,8,16212
20000,15000,0.18,60 months,credit_card,0.16,MORTGAGE,5373.33,18,25058
3500,3500,0.12,36 months,debt_consolidation,0.11,MORTGAGE,4333.33,9,9971
30000,29975,0.21,60 months,debt_consolidation,0.16,MORTGAGE,17917,14,86385
12000,12000,0.18,36 months,debt_consolidation,0.22,RENT,4575.08,13,8048
12250,12250,0.19,60 months,debt_consolidation,0.23,MORTGAGE,6550,15,22493
9000,9000,0.08,60 months,other,0.08,MORTGAGE,4750,14,5348
31825,31825,0.14,60 months,major_purchase,0.04,MORTGAGE,6666.67,4,10864
24000,23975,0.19,60 months,debt_consolidation,0.23,MORTGAGE,5416.67,12,13066
12800,12787.71,0.09,36 months,debt_consolidation,0,MORTGAGE,2833.33,7,306
20000,20000,0.14,60 months,debt_consolidation,0.21,OWN,4167,8,11372
15000,15000,0.13,36 months,debt_consolidation,0.14,RENT,3916.67,11,16355
15000,14950,0.14,36 months,small_business,0.08,MORTGAGE,6666.67,8,1073
5000,3150,0.14,36 months,car,0.23,MORTGAGE,6000,17,29877
14000,14000,0.14,36 months,house,0.15,RENT,5416.67,6,4211
21000,21000,0.14,36 months,other,0.08,RENT,7916.67,6,6524
5000,5000,0.07,36 months,debt_consolidation,0.18,OWN,3333.33,8,5806
5000,5000,0.12,36 months,credit_card,0.2,MORTGAGE,6250,19,33500
8000,8000,0.11,36 months,credit_card,0.06,MORTGAGE,4333.33,5,11822
10000,10000,0.22,36 months,debt_consolidation,0.34,MORTGAGE,6200,36,28850
7000,7000,0.07,36 months,debt_consolidation,0.14,RENT,5166.67,6,0
11000,11000,0.06,36 months,debt_consolidation,0.12,MORTGAGE,5836.67,12,420
28000,28000,0.2,60 months,small_business,0.04,RENT,8416.67,11,1327
24000,21963.64,0.11,36 months,home_improvement,0.19,MORTGAGE,12500,11,45989
15000,15000,0.09,36 months,debt_consolidation,0.14,MORTGAGE,9583.33,10,13427
24000,23950,0.25,36 months,debt_consolidation,0.29,MORTGAGE,10737.5,26,34602
5000,5000,0.16,36 months,moving,0.14,RENT,8166.67,7,7900
10000,10000,0.11,36 months,debt_consolidation,0.1,OWN,8333.33,5,35968
16000,16000,0.19,36 months,debt_consolidation,0.24,RENT,5653.67,12,16223
10000,6301.07,0.14,36 months,debt_consolidation,0.17,OTHER,4583,16,18707
8000,8000,0.18,36 months,debt_consolidation,0.23,OWN,5000,17,18248
10000,10000,0.12,36 months,other,0.09,RENT,2750,6,6621
5000,5000,0.06,36 months,major_purchase,0.16,OWN,5416.67,11,4979
20000,19975,0.23,60 months,credit_card,0.24,MORTGAGE,5666.67,15,18451
3700,3600,0.08,36 months,other,0.1,MORTGAGE,4985,6,11586
15000,15000,0.18,36 months,debt_consolidation,0.22,RENT,3500,11,9868
9700,9700,0.14,36 months,debt_consolidation,0.1,RENT,7333.33,9,14723
8450,8450,0.18,36 months,small_business,0.22,OWN,2083.33,14,7352
25000,25000,0.2,60 months,debt_consolidation,0.09,RENT,5833.33,7,14953
25000,24950,0.13,60 months,debt_consolidation,0.2,OWN,4166.67,4,17849
15000,15000,0.18,36 months,debt_consolidation,0.18,MORTGAGE,6000,16,14513
14575,14575,0.19,36 months,debt_consolidation,0.24,RENT,3833.33,13,13753
14775,14775,0.21,60 months,debt_consolidation,0.28,MORTGAGE,4473.33,10,33869
2000,2000,0.11,36 months,major_purchase,0.02,RENT,2500,4,67
2575,2575,0.1,36 months,debt_consolidation,0.28,RENT,4166.67,12,18499
4200,4200,0.14,60 months,car,0.14,RENT,3850,4,5718
8000,8000,0.21,36 months,small_business,0.08,RENT,2500,5,7327
9500,9500,0.15,60 months,debt_consolidation,0.12,RENT,3000,4,14227
16750,16445.93,0.1,36 months,credit_card,0.1,MORTGAGE,3338,10,18696
12300,12300,0.13,36 months,debt_consolidation,0.08,OWN,3083.33,6,6162
4000,4000,0.17,36 months,debt_consolidation,0.16,MORTGAGE,3750,7,13284
20000,20000,0.18,60 months,debt_consolidation,0.16,MORTGAGE,5833,5,16140
12000,12000,0.13,60 months,credit_card,0.1,MORTGAGE,9750,9,17259
4375,4375,0.14,36 months,debt_consolidation,0.12,RENT,3333.33,10,2440
3000,3000,0.15,36 months,other,0.2,RENT,4073,8,6941
13000,13000,0.07,36 months,car,0.06,MORTGAGE,11666.67,16,11451
16200,16200,0.09,36 months,debt_consolidation,0.23,MORTGAGE,4666.67,8,15503
11400,11375,0.09,36 months,debt_consolidation,0.14,MORTGAGE,5641.67,9,11092
25875,25875,0.18,60 months,debt_consolidation,0.14,MORTGAGE,6000,8,12316
15000,15000,0.19,60 months,debt_consolidation,0.17,RENT,5250,7,8615
20950,20950,0.23,60 months,debt_consolidation,0.13,RENT,10416.67,14,12460
14000,12800,0.15,60 months,other,0.08,RENT,6166.67,5,2697
2000,2000,0.16,36 months,medical,0.03,RENT,2000,8,0
25000,25000,0.08,36 months,debt_consolidation,0.02,RENT,7500,4,4329
28200,28150,0.1,60 months,home_improvement,0.1,MORTGAGE,5900,13,20670
20000,19925,0.19,60 months,small_business,0.15,MORTGAGE,6250,5,3105
24000,24000,0.16,36 months,debt_consolidation,0.29,MORTGAGE,5577.26,10,13393
21850,21850,0.17,60 months,debt_consolidation,0.22,OWN,4166.67,14,20971
20000,19850,0.13,36 months,debt_consolidation,0.09,RENT,5458.33,7,15389
16000,15875,0.14,36 months,debt_consolidation,0.13,RENT,6750,12,6799
10000,10000,0.11,36 months,credit_card,0.2,RENT,3916.67,9,6395
20000,20000,0.14,36 months,credit_card,0.09,MORTGAGE,19583.33,12,31277
1000,1000,0.08,36 months,home_improvement,0.17,MORTGAGE,3333.33,8,3186
3500,3500,0.11,36 months,home_improvement,0.14,MORTGAGE,9166.67,12,34944
15000,15000,0.08,36 months,credit_card,0.22,RENT,2666.67,15,11105
19000,19000,0.14,36 months,debt_consolidation,0.15,RENT,3544.67,21,9503
12000,11950,0.06,36 months,home_improvement,0.1,OWN,3100,7,11076
22750,22750,0.22,60 months,home_improvement,0.29,OWN,4333.33,15,11567
9800,9747.5,0.07,36 months,credit_card,0.09,RENT,2333.33,8,11459
3500,3500,0.07,36 months,other,0.16,MORTGAGE,6333,12,41602
20000,17724.9,0.11,60 months,moving,0.03,MORTGAGE,6125,5,17797
20000,20000,0.23,60 months,debt_consolidation,0.07,RENT,6750,6,16104
19000,19000,0.08,36 months,debt_consolidation,0.1,MORTGAGE,5166.67,18,43617
17300,17250,0.22,60 months,wedding,0.04,MORTGAGE,5500,11,2306
7000,711.54,0.15,36 months,major_purchase,0.19,MORTGAGE,3833,13,12634
